DATA_NF;NÚM_NF;COD_PRODUTO;COD_VENDEDOR;CANAL_VENDAS;QTDE_ITENS;CUSTO_UNITÁRIO;PREÇO UNITÁRIO
29/07/2020;128814;9016;500004;Lojas Próprias;11;1,1;2,5
29/07/2020;128815;9004;500006;Lojas Afiliadas;7;2,8;5
29/07/2020;128816;9015;500010;Lojas Próprias;12;1,3;3
29/07/2020;128817;9010;500005;Lojas Próprias;9;2,5;3,8
29/07/2020;128818;9004;500002;Internet;15;2,8;5
29/07/2020;128819;9012;500012;Lojas Próprias;20;1,5;3
29/07/2020;128820;9016;500011;Lojas Afiliadas;15;1,1;2,5
29/07/2020;128821;9001;500009;Internet;9;5,2;9,5
29/07/2020;128822;9004;500010;Internet;8;2,8;5
29/07/2020;128823;9007;500010;Internet;19;3,5;5,5
29/07/2020;128824;9015;500001;Lojas Próprias;12;1,3;3
29/07/2020;128825;9008;500006;Lojas Afiliadas;7;3;4,3
29/07/2020;128826;9009;500004;Lojas Afiliadas;3;2,8;4
29/07/2020;128827;9010;500006;Internet;10;2,5;3,8
29/07/2020;128828;9014;500001;Internet;1;1,5;3,5
29/07/2020;128829;9007;500005;Lojas Afiliadas;8;3,5;5,5
29/07/2020;128830;9006;500005;Internet;19;3,7;6
29/07/2020;128831;9016;500005;Internet;217;1,1;2,5
29/07/2020;128832;9012;500005;Lojas Próprias;406;1,5;3
29/07/2020;128833;9005;500003;Lojas Afiliadas;111;4;7
29/07/2020;128834;9014;500008;Lojas Próprias;490;1,5;3,5
29/07/2020;128835;9010;500012;Internet;174;2,5;3,8
29/07/2020;128836;9016;500004;Lojas Afiliadas;247;1,1;2,5
29/07/2020;128837;9005;500003;Internet;386;4;7
29/07/2020;128838;9003;500011;Lojas Afiliadas;275;3,5;7
29/07/2020;128839;9002;500003;Lojas Próprias;317;4,4;7,5
29/07/2020;128840;9010;500010;Lojas Próprias;235;2,5;3,8
29/07/2020;128841;9016;500006;Lojas Afiliadas;483;1,1;2,5
29/07/2020;128842;9001;500004;Lojas Próprias;377;5,2;9,5
29/07/2020;128843;9010;500003;Lojas Próprias;157;2,5;3,8
29/07/2020;128844;9003;500012;Lojas Próprias;299;3,5;7
29/07/2020;128845;9001;500003;Lojas Próprias;292;5,2;9,5
29/07/2020;128846;9013;500004;Lojas Afiliadas;341;1,8;4
29/07/2020;128847;9005;500004;Lojas Afiliadas;449;4;7
29/07/2020;128848;9004;500001;Internet;194;2,8;5
29/07/2020;128849;9009;500008;Lojas Afiliadas;370;2,8;4
29/07/2020;128850;9001;500005;Lojas Afiliadas;431;5,2;9,5
29/07/2020;128851;9001;500001;Lojas Próprias;380;5,2;9,5
29/07/2020;128852;9009;500008;Lojas Afiliadas;164;2,8;4
29/07/2020;128853;9006;500007;Lojas Afiliadas;365;3,7;6
29/07/2020;128854;9011;500009;Internet;222;2,2;3,5
29/07/2020;128855;9015;500001;Lojas Próprias;180;1,3;3
29/07/2020;128856;9005;500002;Lojas Próprias;455;4;7
29/07/2020;128857;9007;500009;Lojas Próprias;353;3,5;5,5
29/07/2020;128858;9010;500001;Internet;240;2,5;3,8
29/07/2020;128859;9004;500004;Lojas Afiliadas;458;2,8;5
29/07/2020;128860;9012;500007;Internet;460;1,5;3
29/07/2020;128861;9001;500003;Lojas Próprias;432;5,2;9,5
29/07/2020;128862;9005;500010;Lojas Próprias;152;4;7
29/07/2020;128863;9001;500001;Lojas Afiliadas;379;5,2;9,5
29/07/2020;128864;9006;500009;Internet;327;3,7;6
29/07/2020;128865;9001;500006;Internet;239;5,2;9,5
29/07/2020;128866;9009;500008;Lojas Afiliadas;473;2,8;4
29/07/2020;128867;9014;500004;Lojas Afiliadas;442;1,5;3,5
29/07/2020;128868;9002;500012;Internet;389;4,4;7,5
29/07/2020;128869;9015;500005;Lojas Afiliadas;276;1,3;3
29/07/2020;128870;9004;500006;Internet;363;2,8;5
29/07/2020;128871;9011;500012;Lojas Próprias;173;2,2;3,5
29/07/2020;128872;9008;500010;Lojas Próprias;378;3;4,3
29/07/2020;128873;9011;500009;Lojas Afiliadas;178;2,2;3,5
29/07/2020;128874;9009;500009;Lojas Afiliadas;310;2,8;4
29/07/2020;128875;9016;500003;Lojas Afiliadas;464;1,1;2,5
30/07/2020;128876;9016;500006;Lojas Próprias;172;1,1;2,5
30/07/2020;128877;9006;500001;Internet;405;3,7;6
30/07/2020;128878;9014;500001;Lojas Afiliadas;278;1,5;3,5
30/07/2020;128879;9015;500003;Internet;346;1,3;3
30/07/2020;128880;9014;500011;Lojas Próprias;263;1,5;3,5
30/07/2020;128881;9008;500008;Internet;368;3;4,3
30/07/2020;128882;9004;500011;Lojas Afiliadas;421;2,8;5
30/07/2020;128883;9007;500001;Internet;477;3,5;5,5
30/07/2020;128884;9003;500001;Internet;455;3,5;7
30/07/2020;128885;9014;500011;Lojas Próprias;336;1,5;3,5
30/07/2020;128886;9010;500005;Lojas Próprias;231;2,5;3,8
30/07/2020;128887;9007;500005;Lojas Próprias;112;3,5;5,5
30/07/2020;128888;9002;500002;Lojas Próprias;183;4,4;7,5
30/07/2020;128889;9004;500002;Lojas Próprias;186;2,8;5
30/07/2020;128890;9004;500005;Lojas Afiliadas;359;2,8;5
30/07/2020;128891;9010;500002;Lojas Afiliadas;393;2,5;3,8
30/07/2020;128892;9004;500007;Internet;386;2,8;5
30/07/2020;128893;9005;500002;Lojas Próprias;100;4;7
30/07/2020;128894;9012;500012;Internet;161;1,5;3
30/07/2020;128895;9016;500001;Lojas Afiliadas;445;1,1;2,5
30/07/2020;128896;9001;500001;Lojas Afiliadas;341;5,2;9,5
30/07/2020;128897;9005;500011;Internet;146;4;7
30/07/2020;128898;9012;500011;Lojas Afiliadas;239;1,5;3
30/07/2020;128899;9005;500006;Lojas Afiliadas;313;4;7
30/07/2020;128900;9013;500002;Internet;220;1,8;4
30/07/2020;128901;9016;500005;Lojas Afiliadas;117;1,1;2,5
30/07/2020;128902;9012;500007;Lojas Afiliadas;388;1,5;3
30/07/2020;128903;9003;500012;Lojas Próprias;104;3,5;7
30/07/2020;128904;9008;500004;Internet;309;3;4,3
30/07/2020;128905;9007;500011;Internet;402;3,5;5,5
30/07/2020;128906;9010;500010;Lojas Próprias;460;2,5;3,8
30/07/2020;128907;9003;500012;Internet;336;3,5;7
30/07/2020;128908;9005;500006;Internet;373;4;7
30/07/2020;128909;9008;500006;Lojas Próprias;373;3;4,3
30/07/2020;128910;9015;500011;Internet;247;1,3;3
30/07/2020;128911;9011;500011;Internet;381;2,2;3,5
30/07/2020;128912;9009;500012;Internet;354;2,8;4
30/07/2020;128913;9007;500008;Lojas Afiliadas;344;3,5;5,5
30/07/2020;128914;9009;500010;Internet;264;2,8;4
30/07/2020;128915;9011;500005;Lojas Afiliadas;136;2,2;3,5
30/07/2020;128916;9009;500008;Internet;462;2,8;4
30/07/2020;128917;9005;500004;Lojas Afiliadas;154;4;7
30/07/2020;128918;9013;500005;Internet;461;1,8;4
30/07/2020;128919;9001;500011;Lojas Afiliadas;280;5,2;9,5
30/07/2020;128920;9006;500008;Internet;467;3,7;6
30/07/2020;128921;9001;500005;Lojas Próprias;334;5,2;9,5
30/07/2020;128922;9009;500001;Lojas Próprias;282;2,8;4
30/07/2020;128923;9016;500005;Lojas Afiliadas;193;1,1;2,5
30/07/2020;128924;9013;500005;Lojas Afiliadas;487;1,8;4
30/07/2020;128925;9001;500010;Lojas Afiliadas;285;5,2;9,5
30/07/2020;128926;9007;500012;Lojas Afiliadas;472;3,5;5,5
30/07/2020;128927;9007;500011;Internet;415;3,5;5,5
30/07/2020;128928;9001;500008;Internet;435;5,2;9,5
30/07/2020;128929;9013;500002;Lojas Próprias;324;1,8;4
30/07/2020;128930;9005;500001;Lojas Próprias;227;4;7
30/07/2020;128931;9009;500005;Internet;401;2,8;4
30/07/2020;128932;9006;500005;Internet;218;3,7;6
30/07/2020;128933;9003;500008;Internet;171;3,5;7
30/07/2020;128934;9010;500002;Lojas Próprias;114;2,5;3,8
30/07/2020;128935;9004;500004;Lojas Próprias;143;2,8;5
30/07/2020;128936;9010;500008;Lojas Próprias;306;2,5;3,8
30/07/2020;128937;9012;500006;Lojas Próprias;392;1,5;3
30/07/2020;128938;9005;500008;Lojas Afiliadas;246;4;7
30/07/2020;128939;9013;500009;Internet;109;1,8;4
30/07/2020;128940;9005;500002;Internet;354;4;7
30/07/2020;128941;9010;500004;Internet;312;2,5;3,8
30/07/2020;128942;9006;500010;Lojas Próprias;213;3,7;6
30/07/2020;128943;9001;500007;Lojas Afiliadas;346;5,2;9,5
30/07/2020;128944;9004;500007;Internet;175;2,8;5
30/07/2020;128945;9005;500006;Internet;189;4;7
30/07/2020;128946;9006;500008;Lojas Afiliadas;2;3,7;6
30/07/2020;128947;9012;500005;Lojas Afiliadas;3;1,5;3
30/07/2020;128948;9013;500012;Lojas Próprias;10;1,8;4
30/07/2020;128949;9015;500012;Lojas Afiliadas;15;1,3;3
30/07/2020;128950;9006;500010;Lojas Afiliadas;10;3,7;6
30/07/2020;128951;9001;500008;Lojas Próprias;11;5,2;9,5
30/07/2020;128952;9008;500011;Internet;2;3;4,3
30/07/2020;128953;9006;500002;Lojas Afiliadas;20;3,7;6
30/07/2020;128954;9002;500003;Lojas Próprias;8;4,4;7,5
30/07/2020;128955;9002;500006;Lojas Próprias;11;4,4;7,5
30/07/2020;128956;9016;500005;Lojas Próprias;14;1,1;2,5
30/07/2020;128957;9014;500001;Internet;4;1,5;3,5
30/07/2020;128958;9008;500007;Lojas Próprias;15;3;4,3
30/07/2020;128959;9010;500007;Lojas Próprias;3;2,5;3,8
30/07/2020;128960;9012;500006;Internet;13;1,5;3
30/07/2020;128961;9005;500009;Lojas Afiliadas;5;4;7
30/07/2020;128962;9001;500002;Internet;1;5,2;9,5
30/07/2020;128963;9013;500007;Lojas Afiliadas;5;1,8;4
30/07/2020;128964;9013;500010;Internet;4;1,8;4
30/07/2020;128965;9007;500009;Lojas Afiliadas;19;3,5;5,5
30/07/2020;128966;9014;500008;Lojas Próprias;10;1,5;3,5
30/07/2020;128967;9003;500011;Lojas Próprias;16;3,5;7
30/07/2020;128968;9007;500010;Lojas Próprias;11;3,5;5,5
30/07/2020;128969;9012;500002;Lojas Próprias;10;1,5;3
30/07/2020;128970;9016;500012;Lojas Próprias;16;1,1;2,5
30/07/2020;128971;9009;500008;Lojas Próprias;7;2,8;4
30/07/2020;128972;9012;500006;Lojas Afiliadas;12;1,5;3
30/07/2020;128973;9003;500009;Lojas Afiliadas;13;3,5;7
30/07/2020;128974;9007;500003;Lojas Próprias;16;3,5;5,5
30/07/2020;128975;9009;500008;Internet;333;2,8;4
30/07/2020;128976;9001;500005;Internet;246;5,2;9,5
30/07/2020;128977;9003;500002;Lojas Próprias;271;3,5;7
30/07/2020;128978;9016;500009;Lojas Próprias;400;1,1;2,5
30/07/2020;128979;9003;500005;Lojas Próprias;111;3,5;7
30/07/2020;128980;9012;500007;Lojas Próprias;391;1,5;3
30/07/2020;128981;9016;500010;Lojas Próprias;259;1,1;2,5
30/07/2020;128982;9003;500010;Lojas Próprias;109;3,5;7
30/07/2020;128983;9003;500004;Lojas Afiliadas;259;3,5;7
30/07/2020;128984;9011;500011;Lojas Afiliadas;420;2,2;3,5
30/07/2020;128985;9005;500002;Lojas Próprias;319;4;7
30/07/2020;128986;9012;500001;Internet;206;1,5;3
30/07/2020;128987;9016;500005;Lojas Próprias;142;1,1;2,5
30/07/2020;128988;9001;500008;Lojas Próprias;342;5,2;9,5
30/07/2020;128989;9016;500008;Lojas Próprias;226;1,1;2,5
30/07/2020;128990;9003;500012;Lojas Afiliadas;470;3,5;7
30/07/2020;128991;9011;500002;Internet;229;2,2;3,5
30/07/2020;128992;9014;500009;Lojas Próprias;360;1,5;3,5
30/07/2020;128993;9004;500011;Internet;269;2,8;5
30/07/2020;128994;9001;500001;Internet;383;5,2;9,5
30/07/2020;128995;9007;500009;Lojas Próprias;129;3,5;5,5
30/07/2020;128996;9009;500012;Lojas Afiliadas;499;2,8;4
30/07/2020;128997;9012;500009;Lojas Afiliadas;376;1,5;3
30/07/2020;128998;9002;500003;Lojas Afiliadas;106;4,4;7,5
30/07/2020;128999;9001;500009;Internet;310;5,2;9,5
30/07/2020;129000;9011;500004;Lojas Próprias;319;2,2;3,5
30/07/2020;129001;9013;500012;Lojas Próprias;403;1,8;4
30/07/2020;129002;9011;500008;Lojas Próprias;250;2,2;3,5
30/07/2020;129003;9011;500002;Lojas Próprias;423;2,2;3,5
30/07/2020;129004;9008;500010;Lojas Próprias;376;3;4,3
30/07/2020;129005;9005;500002;Lojas Afiliadas;388;4;7
31/07/2020;129006;9004;500001;Lojas Próprias;399;2,8;5
31/07/2020;129007;9002;500002;Lojas Próprias;208;4,4;7,5
31/07/2020;129008;9008;500002;Internet;403;3;4,3
31/07/2020;129009;9006;500011;Internet;393;3,7;6
31/07/2020;129010;9014;500003;Lojas Próprias;199;1,5;3,5
31/07/2020;129011;9010;500008;Lojas Afiliadas;276;2,5;3,8
31/07/2020;129012;9004;500005;Lojas Próprias;404;2,8;5
31/07/2020;129013;9016;500010;Internet;224;1,1;2,5
31/07/2020;129014;9006;500003;Lojas Afiliadas;361;3,7;6
31/07/2020;129015;9004;500005;Lojas Próprias;215;2,8;5
31/07/2020;129016;9005;500001;Lojas Próprias;274;4;7
31/07/2020;129017;9003;500011;Lojas Afiliadas;333;3,5;7
31/07/2020;129018;9002;500006;Internet;385;4,4;7,5
31/07/2020;129019;9005;500004;Lojas Afiliadas;232;4;7
31/07/2020;129020;9014;500005;Lojas Próprias;395;1,5;3,5
31/07/2020;129021;9003;500001;Lojas Próprias;270;3,5;7
31/07/2020;129022;9013;500011;Lojas Próprias;178;1,8;4
31/07/2020;129023;9003;500008;Internet;234;3,5;7
31/07/2020;129024;9012;500001;Lojas Afiliadas;285;1,5;3
31/07/2020;129025;9004;500012;Lojas Próprias;210;2,8;5
31/07/2020;129026;9012;500010;Lojas Próprias;413;1,5;3
31/07/2020;129027;9001;500008;Internet;479;5,2;9,5
31/07/2020;129028;9003;500012;Lojas Afiliadas;170;3,5;7
31/07/2020;129029;9008;500012;Internet;124;3;4,3
31/07/2020;129030;9012;500001;Lojas Afiliadas;102;1,5;3
31/07/2020;129031;9013;500012;Lojas Afiliadas;385;1,8;4
31/07/2020;129032;9009;500007;Lojas Afiliadas;443;2,8;4
31/07/2020;129033;9016;500004;Internet;369;1,1;2,5
31/07/2020;129034;9004;500005;Lojas Próprias;253;2,8;5
31/07/2020;129035;9001;500012;Lojas Próprias;415;5,2;9,5
31/07/2020;129036;9005;500007;Internet;336;4;7
31/07/2020;129037;9005;500005;Lojas Afiliadas;263;4;7
31/07/2020;129038;9008;500003;Internet;475;3;4,3
31/07/2020;129039;9016;500012;Lojas Afiliadas;465;1,1;2,5
31/07/2020;129040;9011;500005;Lojas Próprias;229;2,2;3,5
31/07/2020;129041;9014;500002;Internet;331;1,5;3,5
31/07/2020;129042;9004;500004;Lojas Afiliadas;147;2,8;5
31/07/2020;129043;9012;500004;Lojas Próprias;153;1,5;3
31/07/2020;129044;9008;500006;Lojas Afiliadas;395;3;4,3
31/07/2020;129045;9006;500005;Internet;341;3,7;6
31/07/2020;129046;9006;500007;Lojas Próprias;427;3,7;6
31/07/2020;129047;9006;500003;Lojas Próprias;186;3,7;6
31/07/2020;129048;9009;500012;Lojas Afiliadas;378;2,8;4
31/07/2020;129049;9002;500006;Lojas Próprias;273;4,4;7,5
31/07/2020;129050;9006;500010;Lojas Próprias;396;3,7;6
31/07/2020;129051;9001;500004;Lojas Próprias;408;5,2;9,5
31/07/2020;129052;9010;500012;Lojas Afiliadas;158;2,5;3,8
31/07/2020;129053;9006;500003;Internet;178;3,7;6
31/07/2020;129054;9013;500008;Lojas Afiliadas;438;1,8;4
31/07/2020;129055;9013;500011;Internet;166;1,8;4
31/07/2020;129056;9006;500001;Internet;416;3,7;6
31/07/2020;129057;9002;500002;Internet;306;4,4;7,5
31/07/2020;129058;9008;500004;Lojas Afiliadas;442;3;4,3
31/07/2020;129059;9009;500012;Lojas Próprias;270;2,8;4
31/07/2020;129060;9014;500006;Lojas Próprias;119;1,5;3,5
31/07/2020;129061;9010;500009;Lojas Próprias;451;2,5;3,8
31/07/2020;129062;9005;500010;Lojas Afiliadas;490;4;7
31/07/2020;129063;9008;500008;Lojas Próprias;130;3;4,3
31/07/2020;129064;9011;500010;Lojas Próprias;322;2,2;3,5
31/07/2020;129065;9005;500009;Lojas Afiliadas;4;4;7
31/07/2020;129066;9010;500012;Lojas Afiliadas;20;2,5;3,8
31/07/2020;129067;9006;500003;Internet;15;3,7;6
31/07/2020;129068;9016;500006;Internet;17;1,1;2,5
31/07/2020;129069;9010;500006;Lojas Próprias;7;2,5;3,8
31/07/2020;129070;9016;500010;Lojas Afiliadas;7;1,1;2,5
31/07/2020;129071;9012;500009;Lojas Afiliadas;19;1,5;3
31/07/2020;129072;9012;500005;Lojas Afiliadas;17;1,5;3
31/07/2020;129073;9011;500012;Internet;19;2,2;3,5
31/07/2020;129074;9004;500007;Internet;9;2,8;5
31/07/2020;129075;9004;500012;Internet;14;2,8;5
31/07/2020;129076;9002;500005;Lojas Próprias;19;4,4;7,5
31/07/2020;129077;9010;500008;Lojas Próprias;16;2,5;3,8
31/07/2020;129078;9005;500001;Lojas Próprias;16;4;7
31/07/2020;129079;9005;500009;Internet;3;4;7
31/07/2020;129080;9003;500007;Lojas Próprias;4;3,5;7
31/07/2020;129081;9010;500005;Lojas Próprias;18;2,5;3,8
31/07/2020;129082;9013;500003;Internet;4;1,8;4
31/07/2020;129083;9001;500009;Lojas Próprias;4;5,2;9,5
31/07/2020;129084;9006;500002;Lojas Próprias;7;3,7;6
31/07/2020;129085;9008;500009;Lojas Próprias;5;3;4,3
31/07/2020;129086;9001;500008;Lojas Afiliadas;13;5,2;9,5
31/07/2020;129087;9007;500003;Lojas Afiliadas;5;3,5;5,5
31/07/2020;129088;9009;500009;Lojas Afiliadas;8;2,8;4
31/07/2020;129089;9004;500003;Lojas Próprias;138;2,8;5
31/07/2020;129090;9016;500003;Lojas Próprias;477;1,1;2,5
31/07/2020;129091;9002;500011;Lojas Afiliadas;361;4,4;7,5
31/07/2020;129092;9007;500002;Lojas Afiliadas;260;3,5;5,5
31/07/2020;129093;9003;500008;Lojas Afiliadas;240;3,5;7
31/07/2020;129094;9016;500012;Internet;321;1,1;2,5
31/07/2020;129095;9016;500004;Internet;229;1,1;2,5
31/07/2020;129096;9001;500007;Lojas Afiliadas;447;5,2;9,5
31/07/2020;129097;9012;500012;Lojas Afiliadas;112;1,5;3
31/07/2020;129098;9001;500001;Lojas Próprias;217;5,2;9,5
31/07/2020;129099;9013;500011;Lojas Próprias;303;1,8;4
31/07/2020;129100;9011;500011;Lojas Afiliadas;104;2,2;3,5
31/07/2020;129101;9015;500003;Lojas Próprias;364;1,3;3
31/07/2020;129102;9015;500006;Lojas Afiliadas;426;1,3;3
31/07/2020;129103;9013;500005;Lojas Afiliadas;384;1,8;4
31/07/2020;129104;9015;500010;Lojas Próprias;339;1,3;3
31/07/2020;129105;9013;500007;Internet;401;1,8;4
31/07/2020;129106;9015;500007;Internet;217;1,3;3
31/07/2020;129107;9005;500004;Internet;244;4;7
31/07/2020;129108;9011;500007;Lojas Afiliadas;468;2,2;3,5
31/07/2020;129109;9005;500011;Lojas Próprias;332;4;7
31/07/2020;129110;9009;500006;Lojas Afiliadas;148;2,8;4
31/07/2020;129111;9012;500007;Lojas Próprias;265;1,5;3
31/07/2020;129112;9014;500007;Lojas Próprias;176;1,5;3,5
31/07/2020;129113;9003;500001;Internet;112;3,5;7
31/07/2020;129114;9016;500010;Internet;312;1,1;2,5
31/07/2020;129115;9011;500001;Lojas Afiliadas;393;2,2;3,5
31/07/2020;129116;9008;500002;Lojas Afiliadas;392;3;4,3
31/07/2020;129117;9010;500009;Internet;305;2,5;3,8
31/07/2020;129118;9004;500003;Internet;400;2,8;5
31/07/2020;129119;9001;500012;Lojas Afiliadas;408;5,2;9,5
31/07/2020;129120;9007;500009;Lojas Afiliadas;189;3,5;5,5
31/07/2020;129121;9014;500010;Lojas Afiliadas;242;1,5;3,5
31/07/2020;129122;9006;500011;Lojas Próprias;271;3,7;6
31/07/2020;129123;9005;500006;Lojas Afiliadas;479;4;7
31/07/2020;129124;9016;500005;Internet;299;1,1;2,5
31/07/2020;129125;9004;500011;Lojas Próprias;192;2,8;5
31/07/2020;129126;9013;500007;Lojas Próprias;417;1,8;4
31/07/2020;129127;9001;500012;Lojas Afiliadas;342;5,2;9,5
31/07/2020;129128;9010;500011;Internet;169;2,5;3,8
31/07/2020;129129;9013;500008;Lojas Próprias;118;1,8;4
31/07/2020;129130;9015;500007;Lojas Afiliadas;394;1,3;3
31/07/2020;129131;9009;500007;Lojas Afiliadas;363;2,8;4
31/07/2020;129132;9009;500012;Internet;429;2,8;4
31/07/2020;129133;9003;500005;Lojas Afiliadas;219;3,5;7
01/08/2020;129134;9010;500012;Lojas Afiliadas;346;2,5;3,8
01/08/2020;129135;9010;500004;Internet;224;2,5;3,8
01/08/2020;129136;9015;500010;Lojas Afiliadas;198;1,3;3
01/08/2020;129137;9007;500009;Lojas Próprias;168;3,5;5,5
01/08/2020;129138;9014;500008;Lojas Próprias;267;1,5;3,5
01/08/2020;129139;9011;500009;Lojas Próprias;142;2,2;3,5
01/08/2020;129140;9016;500003;Internet;284;1,1;2,5
01/08/2020;129141;9004;500012;Lojas Afiliadas;345;2,8;5
01/08/2020;129142;9012;500009;Lojas Afiliadas;246;1,5;3
01/08/2020;129143;9002;500009;Lojas Próprias;293;4,4;7,5
01/08/2020;129144;9008;500003;Internet;491;3;4,3
01/08/2020;129145;9013;500010;Lojas Afiliadas;163;1,8;4
01/08/2020;129146;9005;500010;Internet;414;4;7
01/08/2020;129147;9003;500008;Lojas Próprias;481;3,5;7
01/08/2020;129148;9012;500005;Lojas Afiliadas;428;1,5;3
01/08/2020;129149;9008;500012;Lojas Afiliadas;328;3;4,3
01/08/2020;129150;9002;500006;Lojas Afiliadas;354;4,4;7,5
01/08/2020;129151;9014;500003;Internet;170;1,5;3,5
01/08/2020;129152;9007;500009;Lojas Próprias;200;3,5;5,5
01/08/2020;129153;9010;500012;Internet;471;2,5;3,8
01/08/2020;129154;9009;500011;Internet;221;2,8;4
01/08/2020;129155;9010;500007;Internet;472;2,5;3,8
01/08/2020;129156;9003;500005;Lojas Afiliadas;368;3,5;7
01/08/2020;129157;9011;500001;Lojas Afiliadas;147;2,2;3,5
01/08/2020;129158;9003;500009;Lojas Afiliadas;252;3,5;7
01/08/2020;129159;9006;500009;Internet;298;3,7;6
01/08/2020;129160;9009;500006;Internet;352;2,8;4
01/08/2020;129161;9005;500010;Internet;374;4;7
01/08/2020;129162;9005;500004;Lojas Próprias;487;4;7
01/08/2020;129163;9012;500003;Internet;113;1,5;3
01/08/2020;129164;9009;500008;Internet;197;2,8;4
01/08/2020;129165;9002;500003;Lojas Próprias;361;4,4;7,5
01/08/2020;129166;9007;500007;Lojas Próprias;489;3,5;5,5
01/08/2020;129167;9008;500011;Lojas Próprias;398;3;4,3
01/08/2020;129168;9010;500009;Internet;149;2,5;3,8
01/08/2020;129169;9008;500008;Internet;241;3;4,3
01/08/2020;129170;9007;500006;Lojas Afiliadas;199;3,5;5,5
01/08/2020;129171;9011;500010;Lojas Próprias;299;2,2;3,5
01/08/2020;129172;9004;500004;Lojas Próprias;152;2,8;5
01/08/2020;129173;9006;500001;Lojas Próprias;447;3,7;6
01/08/2020;129174;9004;500007;Internet;292;2,8;5
01/08/2020;129175;9001;500010;Lojas Próprias;149;5,2;9,5
01/08/2020;129176;9013;500012;Lojas Afiliadas;125;1,8;4
01/08/2020;129177;9005;500006;Lojas Próprias;440;4;7
01/08/2020;129178;9002;500004;Lojas Próprias;155;4,4;7,5
01/08/2020;129179;9002;500007;Lojas Afiliadas;469;4,4;7,5
01/08/2020;129180;9010;500006;Lojas Próprias;396;2,5;3,8
01/08/2020;129181;9006;500012;Internet;355;3,7;6
01/08/2020;129182;9004;500010;Lojas Próprias;244;2,8;5
01/08/2020;129183;9002;500009;Internet;427;4,4;7,5
01/08/2020;129184;9007;500001;Lojas Próprias;324;3,5;5,5
01/08/2020;129185;9008;500005;Lojas Próprias;219;3;4,3
01/08/2020;129186;9007;500010;Lojas Próprias;357;3,5;5,5
01/08/2020;129187;9012;500002;Lojas Afiliadas;219;1,5;3
01/08/2020;129188;9004;500011;Internet;246;2,8;5
01/08/2020;129189;9007;500011;Lojas Afiliadas;428;3,5;5,5
01/08/2020;129190;9008;500012;Lojas Afiliadas;254;3;4,3
01/08/2020;129191;9015;500008;Lojas Afiliadas;478;1,3;3
01/08/2020;129192;9016;500006;Lojas Próprias;187;1,1;2,5
01/08/2020;129193;9012;500006;Lojas Próprias;259;1,5;3
01/08/2020;129194;9010;500012;Internet;103;2,5;3,8
01/08/2020;129195;9010;500007;Lojas Próprias;425;2,5;3,8
01/08/2020;129196;9007;500012;Internet;475;3,5;5,5
01/08/2020;129197;9015;500006;Internet;172;1,3;3
01/08/2020;129198;9013;500009;Internet;369;1,8;4
01/08/2020;129199;9014;500001;Lojas Afiliadas;19;1,5;3,5
01/08/2020;129200;9014;500011;Lojas Próprias;18;1,5;3,5
01/08/2020;129201;9001;500004;Internet;18;5,2;9,5
01/08/2020;129202;9003;500005;Lojas Próprias;14;3,5;7
01/08/2020;129203;9002;500002;Internet;17;4,4;7,5
01/08/2020;129204;9006;500011;Internet;13;3,7;6
01/08/2020;129205;9010;500009;Lojas Próprias;13;2,5;3,8
01/08/2020;129206;9004;500002;Lojas Próprias;14;2,8;5
01/08/2020;129207;9011;500009;Lojas Próprias;7;2,2;3,5
01/08/2020;129208;9009;500009;Internet;7;2,8;4
01/08/2020;129209;9009;500003;Internet;16;2,8;4
01/08/2020;129210;9012;500009;Lojas Afiliadas;13;1,5;3
01/08/2020;129211;9015;500006;Lojas Afiliadas;3;1,3;3
01/08/2020;129212;9016;500008;Internet;5;1,1;2,5
01/08/2020;129213;9015;500009;Lojas Próprias;1;1,3;3
01/08/2020;129214;9011;500012;Lojas Afiliadas;12;2,2;3,5
01/08/2020;129215;9004;500003;Internet;12;2,8;5
01/08/2020;129216;9006;500005;Internet;2;3,7;6
01/08/2020;129217;9005;500001;Lojas Próprias;12;4;7
01/08/2020;129218;9009;500001;Lojas Próprias;17;2,8;4
01/08/2020;129219;9010;500011;Lojas Afiliadas;8;2,5;3,8
01/08/2020;129220;9004;500006;Internet;18;2,8;5
01/08/2020;129221;9005;500003;Lojas Próprias;277;4;7
01/08/2020;129222;9016;500002;Lojas Próprias;322;1,1;2,5
01/08/2020;129223;9015;500007;Lojas Próprias;149;1,3;3
01/08/2020;129224;9001;500003;Lojas Afiliadas;193;5,2;9,5
01/08/2020;129225;9013;500001;Lojas Próprias;303;1,8;4
01/08/2020;129226;9006;500003;Lojas Próprias;363;3,7;6
01/08/2020;129227;9005;500003;Lojas Próprias;288;4;7
01/08/2020;129228;9014;500003;Lojas Afiliadas;334;1,5;3,5
01/08/2020;129229;9010;500004;Lojas Afiliadas;413;2,5;3,8
01/08/2020;129230;9001;500012;Lojas Afiliadas;488;5,2;9,5
01/08/2020;129231;9012;500006;Lojas Afiliadas;396;1,5;3
01/08/2020;129232;9016;500006;Internet;302;1,1;2,5
01/08/2020;129233;9011;500006;Lojas Afiliadas;487;2,2;3,5
01/08/2020;129234;9001;500006;Internet;354;5,2;9,5
01/08/2020;129235;9002;500005;Lojas Próprias;223;4,4;7,5
01/08/2020;129236;9003;500012;Internet;118;3,5;7
01/08/2020;129237;9016;500003;Lojas Próprias;352;1,1;2,5
